Name,50 FR 15,100 FR 15,200 FR 15,500 FR 15,1000 FR 15,1650 FR 15,100 BK 15,200 BK 15,100 BR 15,200 BR 15,100 FL 15,200 FL 15,200 IM 15,400 IM 15,50 FR 16,100 FR 16,200 FR 16,500 FR 16,1000 FR 16,1650 FR 16,100 BK 16,200 BK 16,100 BR 16,200 BR 16,100 FL 16,200 FL 16,200 IM 16,400 IM 16,50 FR 17,100 FR 17,200 FR 17,500 FR 17,1000 FR 17,1650 FR 17,100 BK 17,200 BK 17,100 BR 17,200 BR 17,100 FL 17,200 FL 17,200 IM 17,400 IM 17,50 FR 18,100 FR 18,200 FR 18,500 FR 18,1000 FR 18,1650 FR 18,100 BK 18,200 BK 18,100 BR 18,200 BR 18,100 FL 18,200 FL 18,200 IM 18,400 IM 18,Top 3 Power Points,Top 3 Ratio,Top 3 Improvement,Top 5 Improvement
Joe Krok,23.87,54.71,120.56,0.0,0.0,0.0,61.46,0.0,0.0,160.5,64.09,154.12,139.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.41,50.26,117.4,0.0,0.0,0.0,59.33,0.0,67.32,151.83,57.58,130.94,130.46,282.59,0.0,49.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.41,0.0,121.33,0.0,559.0,101.39289540921455,11.392895409214537,8.00529007966066
Joe Maginnis,21.65,46.77,128.52,0.0,0.0,0.0,51.61,154.52,84.23,0.0,49.59,142.86,149.6,0.0,21.52,47.03,112.28,0.0,0.0,0.0,50.76,127.92,0.0,0.0,49.14,0.0,148.05,0.0,24.55,0.0,0.0,0.0,0.0,0.0,49.87,0.0,0.0,0.0,49.21,0.0,0.0,0.0,21.79,46.84,0.0,0.0,0.0,0.0,50.09,117.82,0.0,0.0,49.36,0.0,0.0,0.0,868.6666666666666,97.5323692119583,7.532369211958295,6.87139586807653
Joe Petrone,22.13,46.63,100.11,266.09,555.25,928.15,52.92,119.79,69.78,0.0,52.16,113.72,118.8,248.42,21.84,46.9,99.91,267.82,554.9,0.0,54.71,128.89,70.25,0.0,50.49,110.34,0.0,312.92,21.42,46.35,100.09,266.99,563.86,942.31,51.42,123.17,0.0,0.0,50.51,112.23,127.6,0.0,0.0,53.19,101.17,0.0,0.0,0.0,52.26,0.0,0.0,0.0,57.65,112.51,0.0,0.0,802.0,102.19826690632505,12.198266906325038,10.77944920784246
Joe Plume,23.6,49.03,105.07,0.0,0.0,0.0,54.78,116.28,66.98,0.0,54.97,0.0,120.22,256.76,22.61,48.98,104.1,290.91,0.0,0.0,53.38,112.42,67.03,0.0,52.74,0.0,116.9,252.31,22.47,48.29,102.42,290.36,0.0,0.0,52.98,115.17,0.0,0.0,52.89,0.0,118.98,261.98,25.83,55.6,100.76,0.0,0.0,0.0,54.15,112.59,67.53,0.0,61.96,0.0,111.83,0.0,809.3333333333334,99.13333862728844,9.133338627288435,9.62369215468679
Joe Shepley,21.45,47.58,102.23,283.77,0.0,0.0,0.0,163.8,87.75,0.0,50.32,116.38,114.5,331.49,24.7,45.86,100.59,0.0,0.0,0.0,52.07,0.0,0.0,0.0,49.09,114.72,112.3,258.68,21.22,45.73,101.39,0.0,0.0,0.0,51.14,151.79,0.0,0.0,49.49,0.0,112.26,0.0,20.85,45.36,110.47,0.0,0.0,0.0,50.26,123.94,0.0,0.0,48.62,187.8,123.93,0.0,753.0,103.1803807803301,13.18038078033009,12.1262467845421
Joey Pedraza,0.0,59.41,124.73,287.2,584.65,983.17,0.0,0.0,66.02,0.0,60.72,0.0,126.65,257.73,0.0,60.42,103.41,272.55,566.53,946.24,54.82,113.81,62.53,134.31,54.64,127.03,118.63,246.43,0.0,49.76,102.87,268.95,553.62,923.37,54.27,114.28,60.6,132.1,53.37,122.73,118.16,241.59,26.18,0.0,102.31,267.85,555.54,925.59,53.31,113.3,74.73,159.57,0.0,130.59,113.4,241.16,925.6666666666666,97.46593554548517,7.465935545485145,7.236849367489502
Joey Pedraza,0.0,59.41,124.73,287.2,584.65,983.17,0.0,0.0,66.02,0.0,60.72,0.0,126.65,257.73,0.0,60.42,103.41,272.55,566.53,946.24,54.82,113.81,62.53,134.31,54.64,127.03,118.63,246.43,0.0,49.76,102.87,268.95,553.62,923.37,54.27,114.28,60.6,132.1,53.37,122.73,118.16,241.59,26.18,0.0,102.31,267.85,555.54,925.59,53.31,113.3,74.73,159.57,0.0,130.59,113.4,241.16,925.6666666666666,97.46593554548517,7.465935545485145,7.236849367489502
Johannes Calloni,0.0,52.16,104.48,269.66,585.37,920.97,53.32,111.51,0.0,0.0,66.59,122.49,121.5,243.79,22.32,47.75,100.91,262.41,546.7,902.1,50.71,106.79,0.0,0.0,56.14,114.57,0.0,235.56,23.01,48.77,98.29,256.6,537.34,892.59,49.65,103.14,0.0,0.0,0.0,109.89,0.0,229.09,0.0,0.0,99.97,256.85,539.2,885.8,56.83,103.03,0.0,0.0,0.0,0.0,0.0,228.64,991.0,99.12241759578116,9.122417595781156,9.343066537415842
John Benigno,23.69,52.03,111.71,295.52,622.75,1047.69,58.23,124.42,0.0,0.0,0.0,0.0,0.0,0.0,23.44,49.54,111.72,290.76,599.67,1002.69,56.78,119.87,0.0,0.0,60.48,0.0,126.17,0.0,26.32,49.06,105.46,286.78,602.5,0.0,54.45,118.3,0.0,0.0,56.92,0.0,121.18,0.0,22.47,47.93,103.29,282.15,593.85,997.16,53.77,116.87,86.37,0.0,67.6,0.0,121.01,0.0,577.0,121.73492109594343,31.73492109594345,30.28744802971594
John Criste,22.98,49.52,108.49,0.0,0.0,0.0,63.18,0.0,56.2,121.27,53.98,0.0,115.67,247.98,23.61,47.61,108.14,0.0,0.0,0.0,68.36,0.0,55.57,118.7,52.72,116.24,114.65,249.35,22.8,46.49,102.1,290.49,0.0,0.0,57.57,129.88,54.81,118.03,54.38,122.53,110.89,243.16,22.21,46.55,100.7,0.0,608.86,0.0,69.48,129.79,54.15,117.43,0.0,0.0,109.25,248.6,988.3333333333334,96.59126625498266,6.591266254982665,6.591266254982665
John D&#39;Oliver,23.21,47.85,104.66,0.0,620.11,0.0,53.3,116.24,0.0,173.88,53.46,140.25,116.29,263.36,22.34,47.65,100.92,293.21,0.0,1053.78,52.72,112.32,67.59,145.73,52.74,117.99,116.02,249.67,22.04,46.8,101.41,285.9,594.55,0.0,52.06,115.13,76.61,141.67,51.08,116.95,116.0,295.0,21.84,49.19,102.96,0.0,0.0,0.0,52.1,0.0,0.0,0.0,50.69,119.32,117.81,0.0,751.0,100.85522621747745,10.85522621747745,11.104338845839667
John Dragelin,0.0,50.51,107.16,288.03,0.0,0.0,55.69,119.26,0.0,0.0,0.0,0.0,0.0,0.0,22.57,51.83,106.04,280.98,0.0,0.0,54.66,114.19,0.0,0.0,0.0,0.0,119.04,257.72,22.11,50.43,102.85,289.18,0.0,0.0,53.15,113.11,0.0,0.0,0.0,0.0,117.86,0.0,0.0,57.12,100.8,0.0,0.0,0.0,64.44,113.04,0.0,0.0,0.0,0.0,113.31,0.0,714.5,102.4062228147812,12.406222814781199,12.406222814781199
John Farese,24.08,49.32,106.69,289.51,0.0,0.0,53.3,121.98,72.54,0.0,54.86,135.43,148.38,318.4,22.47,48.39,104.29,304.99,0.0,0.0,50.99,118.56,0.0,0.0,51.29,0.0,121.49,271.93,21.87,46.26,100.33,0.0,0.0,0.0,49.91,112.84,67.13,0.0,51.44,129.19,115.31,271.08,21.55,45.9,100.41,0.0,0.0,0.0,49.28,110.61,0.0,0.0,52.91,0.0,119.56,0.0,882.0,98.37977242053218,8.379772420532179,8.723730033101003
John Frutiger,0.0,0.0,108.94,291.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.14,0.0,331.37,0.0,51.67,123.96,0.0,607.89,0.0,59.38,0.0,66.23,174.86,56.33,0.0,124.32,260.37,22.36,56.41,101.68,272.12,0.0,0.0,0.0,0.0,63.24,0.0,53.09,145.39,113.69,259.53,22.29,55.55,119.04,272.12,0.0,0.0,0.0,0.0,0.0,0.0,52.95,0.0,113.78,314.89,833.0,97.69991979629098,7.699919796290983,13.654468556578461
John Fulginiti,22.22,47.63,107.3,0.0,0.0,0.0,53.77,154.18,59.1,130.14,51.36,144.6,112.34,240.75,21.62,46.7,0.0,0.0,0.0,0.0,53.16,0.0,57.39,125.35,51.7,0.0,111.04,241.72,21.4,46.67,102.64,285.81,601.97,0.0,52.95,116.24,57.11,125.51,51.22,117.47,110.85,235.35,21.67,46.55,101.17,0.0,572.46,0.0,52.66,0.0,56.2,120.68,49.85,109.92,108.7,231.21,676.3333333333334,114.59928831144649,24.599288311446486,22.808946973513635
John Gayton,24.04,52.84,134.06,0.0,0.0,0.0,56.33,125.46,65.69,145.08,58.05,143.55,125.29,325.61,23.66,50.28,0.0,0.0,0.0,0.0,54.2,120.18,60.4,132.1,54.48,152.04,118.77,0.0,23.36,53.24,136.38,0.0,0.0,0.0,53.79,152.05,63.96,135.4,54.89,123.24,117.0,305.59,26.29,50.82,117.07,302.16,0.0,0.0,53.25,129.48,62.14,138.09,53.97,125.53,116.93,0.0,617.5,112.23506040009221,22.23506040009221,16.09265554020488
John Hug,29.65,53.6,112.12,302.35,636.09,0.0,66.62,163.09,71.1,164.45,64.09,139.25,129.62,273.98,24.76,54.58,107.87,281.07,585.64,981.93,63.22,129.91,72.16,149.72,61.44,134.15,124.34,259.39,24.19,51.82,110.26,278.98,592.07,1014.4,61.88,129.21,70.38,151.47,60.03,128.53,125.48,262.96,27.9,0.0,110.53,0.0,0.0,979.08,69.58,0.0,0.0,0.0,0.0,0.0,127.35,269.42,666.0,102.520280289171,12.520280289170993,11.891083785193228
John Lamonaca,27.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.74,138.88,0.0,0.0,0.0,0.0,27.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.95,158.71,0.0,0.0,0.0,0.0,24.69,54.18,120.79,329.81,0.0,0.0,77.72,0.0,63.44,141.44,72.58,0.0,133.99,0.0,22.97,63.13,144.64,0.0,0.0,0.0,0.0,0.0,58.02,127.21,73.52,0.0,151.83,0.0,713.3333333333334,100.14788349681587,10.14788349681587,10.14788349681587
John McGinley,21.99,46.71,103.13,0.0,0.0,0.0,0.0,121.26,0.0,0.0,52.78,0.0,117.6,0.0,21.81,46.06,101.73,0.0,0.0,0.0,0.0,119.65,66.61,0.0,52.26,0.0,116.56,0.0,21.52,45.89,101.58,296.98,0.0,0.0,54.5,0.0,65.5,0.0,53.77,0.0,116.68,0.0,21.05,45.02,99.51,0.0,0.0,0.0,62.46,0.0,0.0,0.0,50.66,0.0,113.88,0.0,854.6666666666666,98.20078257510919,8.200782575109187,8.200782575109187
John Orban,24.61,51.54,115.31,287.66,591.12,981.82,57.34,125.82,80.57,172.64,68.14,154.02,129.36,263.71,25.47,57.77,107.47,280.15,571.6,946.55,58.77,119.67,0.0,147.71,65.68,129.08,121.43,251.86,24.22,56.63,104.29,273.85,560.08,935.36,52.95,114.16,65.28,140.93,54.88,119.25,114.56,241.69,21.85,49.32,101.57,266.87,544.75,915.71,52.57,118.95,0.0,136.39,51.76,117.99,111.08,239.06,800.3333333333334,103.27321253140099,13.273212531400981,12.651512761723161
John Snawerdt,22.08,50.23,102.4,274.85,573.74,952.03,0.0,121.97,66.91,0.0,54.5,122.06,124.35,257.5,21.89,49.11,101.13,271.5,0.0,933.2,55.87,125.39,67.06,0.0,51.73,115.51,121.62,249.67,22.09,48.46,100.94,270.16,577.1,961.94,55.49,143.59,62.26,0.0,52.64,113.69,118.44,296.53,25.34,56.48,98.52,262.07,0.0,899.02,65.57,0.0,75.84,167.48,58.72,134.04,139.57,295.2,939.0,98.18321301718098,8.183213017180972,12.538368510356923
John Whiteside,23.2,47.81,111.17,0.0,0.0,0.0,50.57,112.58,72.41,156.66,58.05,0.0,126.68,324.41,20.93,45.07,99.27,301.37,0.0,0.0,49.86,106.72,68.17,0.0,53.02,132.55,116.8,260.31,20.66,44.17,99.86,296.86,0.0,0.0,49.09,107.23,0.0,154.64,52.39,130.87,120.18,263.17,19.84,42.76,94.96,0.0,0.0,0.0,50.03,125.6,0.0,0.0,65.24,0.0,143.42,311.46,846.0,120.244903471739,30.244903471738983,28.244517280392714
John Wojciechowski,21.36,47.75,104.89,285.02,0.0,0.0,53.69,116.98,62.64,0.0,49.79,115.55,117.9,254.12,20.78,44.87,101.89,281.82,0.0,0.0,51.42,113.32,0.0,0.0,47.87,110.75,111.71,242.43,20.83,45.82,102.82,0.0,0.0,0.0,51.03,0.0,0.0,132.67,47.52,107.27,109.91,0.0,21.27,54.29,102.9,0.0,0.0,0.0,50.04,0.0,0.0,0.0,47.5,107.41,109.47,0.0,919.6666666666666,98.61830255870952,8.618302558709512,8.041829464433661
John-howard Sidman,24.44,52.19,113.94,301.73,0.0,0.0,56.98,126.41,62.71,138.74,57.74,135.24,124.98,265.9,23.78,0.0,133.21,0.0,0.0,0.0,58.37,127.44,60.84,137.29,57.06,0.0,121.24,271.59,23.11,50.88,0.0,0.0,0.0,0.0,58.57,0.0,59.46,130.25,53.89,0.0,120.99,266.54,23.52,50.05,0.0,0.0,0.0,0.0,0.0,0.0,58.03,127.48,54.03,0.0,116.81,0.0,791.3333333333334,97.94681399934163,7.946813999341643,8.159245512669077
Johnnie Hermes,24.15,52.28,112.46,307.06,636.65,1042.03,59.18,125.76,62.76,138.41,57.5,120.73,120.37,254.96,23.38,51.12,110.33,295.72,0.0,1044.26,56.95,118.89,61.45,134.67,55.56,118.1,119.47,249.36,23.05,48.13,105.72,291.26,0.0,0.0,55.06,118.1,61.24,126.8,55.99,113.37,113.89,239.04,0.0,0.0,121.58,0.0,0.0,0.0,0.0,136.64,0.0,122.54,0.0,121.21,110.79,235.9,865.6666666666666,98.94836976701008,8.948369767010089,13.252817219724275
Johnny Germanis,23.59,52.87,118.31,335.59,0.0,0.0,61.16,131.7,0.0,0.0,57.17,0.0,133.22,0.0,22.37,50.5,115.89,0.0,0.0,0.0,60.16,152.76,0.0,0.0,54.35,0.0,147.82,0.0,21.7,47.89,110.12,309.27,0.0,0.0,59.21,151.48,0.0,0.0,53.2,0.0,0.0,0.0,21.02,45.81,102.73,0.0,0.0,0.0,58.35,124.82,0.0,0.0,52.08,0.0,122.04,0.0,830.3333333333334,97.51245652280964,7.51245652280965,7.913528260002782
Johnny Hagaman,22.2,50.16,112.36,0.0,0.0,0.0,55.59,125.26,67.87,185.15,59.44,0.0,126.27,0.0,21.84,47.5,108.88,0.0,0.0,0.0,52.57,114.2,63.09,0.0,0.0,0.0,121.95,272.36,21.57,47.57,107.25,301.34,0.0,0.0,52.04,115.97,63.93,135.13,65.26,122.71,120.23,308.69,21.44,46.58,121.12,0.0,0.0,0.0,52.35,135.68,74.09,0.0,58.98,160.99,138.71,301.93,868.0,95.05575227013662,5.05575227013663,7.081453340997168
Johnny Hagaman,22.2,50.16,112.36,0.0,0.0,0.0,55.59,125.26,67.87,185.15,59.44,0.0,126.27,0.0,21.84,47.5,108.88,0.0,0.0,0.0,52.57,114.2,63.09,0.0,0.0,0.0,121.95,272.36,21.57,47.57,107.25,301.34,0.0,0.0,52.04,115.97,63.93,135.13,65.26,122.71,120.23,308.69,21.44,46.58,121.12,0.0,0.0,0.0,52.35,135.68,74.09,0.0,58.98,160.99,138.71,301.93,868.0,95.05575227013662,5.05575227013663,7.081453340997168
Jolen Griffin,21.94,48.85,107.24,309.17,0.0,0.0,50.58,114.39,67.94,0.0,49.55,113.94,116.37,266.92,21.51,46.06,103.85,0.0,0.0,0.0,49.43,113.3,0.0,146.47,48.51,112.63,115.76,257.13,21.12,45.75,102.57,295.46,0.0,0.0,48.74,112.2,0.0,0.0,48.27,110.95,114.97,254.18,20.97,45.92,104.27,0.0,0.0,0.0,48.15,112.32,0.0,0.0,47.96,110.45,113.09,0.0,933.5,99.15883736620255,9.158837366202544,9.588408887687057
Jon Burkett,22.03,49.42,115.98,318.4,0.0,0.0,52.81,121.82,68.49,159.79,51.35,116.75,120.34,0.0,21.52,47.79,106.64,309.95,0.0,0.0,49.6,128.41,61.17,148.34,49.6,111.42,115.49,0.0,21.35,45.77,101.73,299.85,0.0,0.0,49.21,118.74,57.75,145.73,48.53,107.35,112.37,268.18,25.47,54.51,127.23,0.0,0.0,0.0,47.48,147.87,69.14,0.0,46.63,108.84,111.51,314.21,943.0,99.8324375872296,9.832437587229608,10.955822619087268
Jon Daniec,0.0,49.9,102.26,270.6,555.4,930.15,0.0,0.0,62.31,152.43,54.5,115.56,118.15,244.51,0.0,49.36,98.56,262.19,547.05,919.02,57.01,0.0,62.7,0.0,54.46,112.74,115.94,241.38,22.56,48.47,98.29,262.24,549.44,933.91,0.0,0.0,61.53,131.93,53.73,114.3,116.13,239.04,0.0,0.0,99.33,259.35,549.99,904.67,0.0,0.0,0.0,157.28,61.6,131.85,134.85,232.4,929.6666666666666,99.41746032829187,9.41746032829186,9.553829738752938
Jon Daniec,0.0,49.9,102.26,270.6,555.4,930.15,0.0,0.0,62.31,152.43,54.5,115.56,118.15,244.51,0.0,49.36,98.56,262.19,547.05,919.02,57.01,0.0,62.7,0.0,54.46,112.74,115.94,241.38,22.56,48.47,98.29,262.24,549.44,933.91,0.0,0.0,61.53,131.93,53.73,114.3,116.13,239.04,0.0,0.0,99.33,259.35,549.99,904.67,0.0,0.0,0.0,157.28,61.6,131.85,134.85,232.4,929.6666666666666,99.41746032829187,9.41746032829186,9.553829738752938
Jon Derlath,24.39,51.46,107.29,282.59,580.26,977.57,58.8,122.3,67.71,143.8,66.91,145.39,124.02,256.26,24.56,50.77,104.84,274.21,570.47,946.84,59.83,121.24,81.58,144.02,69.94,129.32,124.5,254.86,23.54,50.22,104.5,274.79,565.72,954.05,56.47,118.27,79.84,0.0,67.97,128.09,120.38,248.09,27.45,51.78,106.52,281.2,575.48,967.24,59.11,119.2,78.3,0.0,67.42,144.65,123.68,251.66,731.3333333333334,102.63803843830956,12.638038438309568,11.629226812512508
Jon Hiett,22.96,49.39,107.71,286.84,0.0,1003.53,0.0,0.0,61.75,131.29,0.0,0.0,120.73,263.64,23.16,48.55,104.6,300.54,0.0,0.0,67.72,146.93,59.45,130.04,62.13,145.15,123.54,292.26,22.95,48.26,108.0,297.13,630.58,0.0,58.76,124.63,57.44,124.45,57.08,125.81,115.64,251.69,22.06,56.99,113.85,0.0,0.0,0.0,57.08,0.0,56.35,122.08,54.6,0.0,113.55,246.13,878.3333333333334,97.40991808425733,7.409918084257334,9.502109190157952
Jon Knox,23.52,49.36,106.76,295.05,0.0,0.0,53.13,117.23,0.0,0.0,55.8,0.0,122.89,0.0,23.38,47.83,102.63,282.52,0.0,0.0,51.19,112.43,0.0,0.0,55.3,0.0,0.0,0.0,21.63,46.51,99.55,278.6,0.0,0.0,49.34,109.73,0.0,0.0,51.86,0.0,0.0,293.19,20.87,46.3,97.07,283.19,0.0,0.0,48.72,107.14,0.0,0.0,50.14,119.71,0.0,0.0,971.3333333333334,96.74657752233742,6.746577522337419,7.344968039521268
Jon Kraetsch,23.81,49.92,112.79,294.06,0.0,0.0,64.52,132.72,75.61,0.0,53.03,118.66,130.07,271.72,22.83,48.5,105.79,291.76,0.0,1098.37,63.56,128.53,72.9,162.95,51.94,116.83,126.62,269.7,23.25,47.43,102.12,281.9,0.0,0.0,58.42,126.09,69.38,154.09,51.74,113.7,127.11,268.17,21.13,54.62,103.94,282.55,0.0,0.0,78.62,151.45,82.59,184.42,49.55,109.97,140.63,308.19,851.3333333333334,98.29846603471204,8.298466034712025,9.945351147696051
Jon Spires,21.63,47.71,102.97,296.2,627.74,1064.06,57.24,120.93,58.95,134.08,53.91,119.64,117.5,264.49,21.13,46.47,100.31,287.42,627.79,0.0,55.94,120.71,58.5,0.0,53.21,120.44,117.91,263.33,20.76,45.65,99.43,298.2,612.47,0.0,54.69,125.05,59.0,145.16,53.69,121.21,116.73,258.24,21.28,45.67,105.73,0.0,0.0,0.0,55.96,127.29,61.58,0.0,57.17,0.0,119.34,0.0,833.3333333333334,99.09198715642509,9.091987156425096,9.091987156425096
Jonathan Blansfield,24.95,51.07,106.56,283.44,576.75,1032.79,59.76,122.95,72.24,151.65,58.43,164.79,126.12,258.79,23.91,50.58,102.74,270.15,572.01,971.1,58.68,123.41,0.0,148.19,59.18,131.06,122.72,257.41,23.37,49.66,100.89,267.05,549.64,945.21,55.9,117.29,71.13,150.62,58.04,124.59,122.5,249.53,23.6,49.12,102.6,270.54,0.0,935.6,55.22,131.7,0.0,0.0,0.0,0.0,0.0,0.0,753.3333333333334,104.09844632027256,14.098446320272542,13.311717582904375
Jonathan Buerger,23.36,51.82,102.75,281.6,575.93,0.0,57.11,125.29,62.55,134.87,57.65,129.34,115.01,249.89,21.48,46.1,100.01,271.66,604.32,0.0,56.51,113.47,60.16,138.14,54.02,126.59,112.81,239.49,21.11,46.38,98.05,264.0,559.96,0.0,54.42,115.54,61.59,152.73,56.25,140.43,111.02,237.64,20.93,46.88,98.08,265.35,0.0,0.0,51.48,146.13,74.32,170.46,0.0,0.0,115.71,248.69,851.6666666666666,105.3227089574909,15.3227089574909,15.3227089574909
Jonathan Champagne,22.91,50.85,116.2,320.14,0.0,0.0,66.79,0.0,72.55,153.82,59.02,0.0,132.05,0.0,22.8,50.32,111.78,312.09,0.0,0.0,59.99,0.0,70.3,0.0,56.3,0.0,127.68,0.0,22.4,49.21,109.23,305.04,0.0,0.0,59.73,136.49,63.68,0.0,54.76,0.0,125.39,272.54,26.34,58.48,133.51,307.84,0.0,0.0,0.0,0.0,76.75,0.0,63.81,0.0,147.25,0.0,732.6666666666666,100.36379354613707,10.363793546137074,18.426448558544784
Jonathan Fiepke,21.64,46.66,108.08,0.0,0.0,0.0,75.13,0.0,85.7,0.0,52.94,0.0,123.82,0.0,21.02,45.49,126.93,0.0,0.0,0.0,54.07,0.0,66.97,0.0,54.37,0.0,129.44,0.0,20.4,44.76,0.0,0.0,0.0,0.0,55.08,0.0,57.84,0.0,50.39,0.0,0.0,0.0,20.09,44.24,110.29,0.0,0.0,0.0,58.04,0.0,57.41,0.0,0.0,0.0,0.0,0.0,853.0,100.02140972206497,10.02140972206497,9.285517146514307
Jonathan Hartmann,22.5,50.21,105.18,301.29,593.58,1016.98,60.36,124.07,69.72,148.53,55.38,128.45,121.09,260.17,23.3,47.55,103.25,291.22,589.61,1018.57,59.27,124.49,67.71,141.59,55.56,120.67,120.06,253.52,22.24,46.29,99.62,280.52,628.27,1131.82,55.05,115.14,61.3,138.32,53.64,114.14,112.39,238.86,26.04,45.83,99.23,0.0,0.0,0.0,65.9,0.0,77.45,163.49,63.63,0.0,111.51,285.57,926.0,96.04674539375124,6.046745393751233,5.604368919857719
Jonathan Jordan,23.61,50.54,103.92,280.95,0.0,1007.62,62.2,127.73,76.51,0.0,59.65,127.07,136.63,274.49,22.76,49.47,101.84,276.1,579.03,969.42,62.91,0.0,0.0,0.0,57.07,124.95,0.0,265.17,23.43,50.16,100.64,271.13,609.85,952.52,59.11,128.99,84.13,0.0,57.3,131.22,128.5,271.88,23.62,50.38,100.71,273.97,576.2,946.56,60.17,124.81,0.0,0.0,56.61,144.72,146.6,271.17,855.3333333333334,97.87194527598514,7.871945275985139,7.967044691108949
Jonathan Lieberman,23.96,51.62,114.12,295.39,607.59,0.0,61.09,128.71,70.58,152.62,60.59,136.08,124.13,265.01,24.44,49.66,106.28,281.78,579.04,1025.1,56.18,115.32,67.89,135.36,59.84,128.7,121.79,259.18,22.52,47.68,101.86,273.4,576.1,975.93,52.7,112.98,66.66,141.73,58.06,0.0,127.0,256.28,21.58,46.27,98.73,266.78,557.31,0.0,51.45,109.27,64.29,144.84,56.47,0.0,113.68,242.84,899.0,97.78248866955074,7.782488669550744,8.212505445428516
Jonathan Marks,23.89,50.27,110.64,307.69,0.0,0.0,57.47,131.22,63.81,141.0,57.19,0.0,123.7,268.67,23.12,50.28,110.99,314.44,0.0,0.0,54.71,141.07,63.52,140.98,0.0,129.42,123.52,265.83,22.64,48.26,114.08,0.0,0.0,0.0,52.73,115.86,60.05,136.6,51.35,0.0,117.1,257.94,26.82,59.02,131.48,0.0,0.0,0.0,52.72,114.43,58.94,0.0,51.04,0.0,116.35,294.2,710.6666666666666,101.25793276546709,11.2579327654671,11.381008686827172
Jonathan Panchak,27.41,50.1,0.0,0.0,0.0,0.0,56.62,154.01,58.48,125.97,54.84,0.0,117.53,249.11,22.41,49.66,106.91,292.63,0.0,0.0,55.3,116.81,57.12,123.94,53.52,0.0,112.13,245.48,23.65,49.83,126.92,291.88,0.0,0.0,56.49,116.04,56.46,121.63,52.13,123.13,111.61,242.68,22.31,0.0,103.56,276.83,0.0,0.0,53.12,137.44,55.55,120.45,51.29,125.99,110.41,244.21,909.3333333333334,98.09181659859773,8.091816598597728,8.091816598597728
Jonathan Panzl,25.13,54.4,119.33,322.5,0.0,0.0,64.19,143.2,78.35,166.59,57.9,131.02,135.69,295.34,24.4,52.02,110.62,301.37,663.09,0.0,63.05,134.51,0.0,0.0,55.56,121.75,129.91,274.16,23.88,51.32,110.5,299.51,617.73,0.0,61.78,134.74,0.0,0.0,53.97,118.28,127.9,268.68,0.0,0.0,127.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.13,113.65,123.96,0.0,739.0,97.67138554766976,7.671385547669756,7.01902278400363
Jonathan Vater,22.16,48.03,105.98,309.23,622.29,1012.37,57.46,153.3,65.44,144.67,53.49,121.93,122.46,253.76,21.47,46.62,104.53,287.61,602.53,1083.15,56.82,126.89,64.05,0.0,52.81,116.19,116.6,253.9,21.05,45.39,101.29,0.0,0.0,1046.89,58.73,131.35,59.82,140.12,51.12,120.91,119.71,268.94,20.61,45.16,99.51,294.3,629.53,0.0,55.33,154.46,59.13,142.16,50.5,114.63,114.22,0.0,834.6666666666666,99.59961048760063,9.59961048760063,10.243557343701914
Jonathan Whitcomb,22.21,49.12,107.73,307.84,0.0,0.0,54.6,120.05,0.0,0.0,57.0,152.84,135.58,331.04,21.91,47.38,103.57,292.36,0.0,0.0,53.7,116.69,0.0,0.0,56.02,128.75,157.77,0.0,21.93,47.9,103.56,289.18,0.0,0.0,52.53,114.15,0.0,0.0,56.87,0.0,146.19,0.0,21.64,47.21,102.45,0.0,0.0,0.0,51.78,111.6,0.0,0.0,57.32,0.0,0.0,0.0,818.0,97.6494440867587,7.649444086758706,14.370526815218042
Jonathon Ekleberry,24.79,52.8,108.11,281.96,583.95,965.49,58.12,123.31,0.0,0.0,61.29,0.0,124.64,267.66,24.44,50.22,106.33,271.8,560.39,949.81,57.88,123.47,0.0,0.0,57.13,129.18,125.26,255.92,22.66,49.11,102.31,275.17,565.81,947.91,67.56,117.72,0.0,0.0,68.59,0.0,119.66,256.48,26.12,55.86,101.58,270.3,554.42,938.5,68.01,143.09,0.0,0.0,66.29,0.0,119.14,0.0,842.5,99.22206309570198,9.222063095701987,8.716789192501201
Joon Sung,21.56,47.99,108.34,0.0,0.0,0.0,53.49,122.48,64.47,134.97,50.93,114.65,119.33,260.7,21.1,46.19,106.03,288.84,0.0,0.0,52.52,125.25,60.05,128.84,49.17,113.86,114.09,249.54,20.9,45.21,101.16,309.78,0.0,0.0,51.51,0.0,60.43,125.06,48.86,111.12,111.26,0.0,20.87,44.79,114.85,0.0,0.0,0.0,49.83,0.0,58.13,148.82,48.64,0.0,111.08,0.0,915.3333333333334,97.41501858951868,7.415018589518684,7.600050839187247
